timestep,car_speed,steering_angle,distance_to_road_center,angle_from_straight_in_rads,reward,total_reward
1,0.1,-1.6197409517607657,-0.1463229347291628,-0.15651160446913776,-0.27789689876630463,-0.27789689876630463
2,0.1,-1.6197409517607657,-0.1463229347291628,-0.15651160446913776,-0.27789689876630463,-0.5557937975326093
3,0.1,-1.6197409517607657,-0.1463229347291628,-0.15651160446913776,-0.27789689876630463,-0.8336906962989139
4,0.1,-1.6197409517607657,-0.1463229347291628,-0.15651160446913776,-0.27789689876630463,-1.1115875950652185
5,0.1,-1.6197409517607657,-0.1463229347291628,-0.15651160446913776,-0.27790212112972057,-1.389489716194939
6,0.1,-1.6171329128460628,-0.14638283426396706,-0.15330457020639218,-0.2765809962272434,-1.6660707124221825
7,0.1,-1.604804950298116,-0.14648472785586977,-0.1399576717394185,-0.27540330722064055,-1.941474019642823
8,0.1,-1.590406607289412,-0.14661516418152531,-0.12425496547415901,-0.27436843749291695,-2.2158424571357402
9,0.1,-1.574085336999435,-0.14675672042040663,-0.10651813279536869,-0.2734835593457925,-2.4893260164815327
10,0.1,-1.555972934576184,-0.14689417734071694,-0.08703116116901449,-0.27276220504993365,-2.7620882215314664
11,0.1,-1.5362042939865832,-0.14701448467277467,-0.06605944725883649,-0.2726823958346172,-3.0347706173660836
12,0.1,-1.5220542656359426,-0.14711265530034803,-0.05092771263246234,-0.27186793849524826,-3.3066385558613316
13,0.1,-1.4921534732997925,-0.14716148462722645,-0.020538627027528004,-0.2717553916197719,-3.5783939474811035
14,0.1,-1.4611480774692962,-0.14716887290357225,0.010540651566426463,-0.27199333186793484,-3.8503872793490386
15,0.1,-1.4359087085764106,-0.14712442495416614,0.035335540965250656,-0.2729668431363552,-4.123354122485393
16,0.1,-1.4027857386107168,-0.14702379939650373,0.06745225535432058,-0.27380939709004726,-4.39716351957544
17,0.1,-1.375421705994399,-0.1468603461813829,0.09318175581943006,-0.27486652276482815,-4.6720300423402685
18,0.1,-1.3471402160907595,-0.14663500280228625,0.11920981193210296,-0.2772652821399044,-4.949295324480173
19,0.1,-1.311469991430057,-0.14634357688327712,0.15196577740271439,-0.2788723235052293,-5.228167647985402
20,0.1,-1.2816227890323078,-0.14598613440187103,0.17823855498640256,-0.2822362597065726,-5.510403907691975
