timestep,car_speed,steering_angle,distance_to_road_center,angle_from_straight_in_rads,reward,total_reward
1,0.1,-0.8606872990850624,-0.1377064386361273,0.5163770872762107,-0.33352802575250307,-0.33352802575250307
2,0.1,-0.8606872990850624,-0.1377064386361273,0.5163770872762107,-0.33352802575250307,-0.6670560515050061
3,0.1,-0.8606872990850624,-0.1377064386361273,0.5163770872762107,-0.33352802575250307,-1.0005840772575092
4,0.1,-0.8606872990850624,-0.1377064386361273,0.5163770872762107,-0.33352802575250307,-1.3341121030100123
5,0.1,-0.8606872990850624,-0.1377064386361273,0.5163770872762107,-0.33261951477939666,-1.666731617789409
6,0.1,-0.8570634769614076,-0.13751446970217374,0.5180812200603298,-0.33098061589565986,-1.9977122336850688
7,0.1,-0.8503478991243418,-0.13716101670483605,0.5212622679240186,-0.32875086979082724,-2.326463103475896
8,0.1,-0.8409809811233284,-0.13667042899799964,0.525723308856668,-0.32604013964964085,-2.652503243125537
9,0.1,-0.8293292846763164,-0.13606229617920662,0.5312936771157498,-0.3229309308302497,-2.9754341739557866
10,0.1,-0.8157066469108314,-0.1353524934252277,0.5378182873414457,-0.31948452720354936,-3.294918701159336
11,0.1,-0.8003832251592609,-0.1345539835805687,0.5451566106464261,-0.3157456632614748,-3.6106643644208107
12,0.1,-0.7835927278374051,-0.13367743335986826,0.5531816057612775,-0.3117606827094901,-3.922425047130301
13,0.1,-0.7655149936064721,-0.13273167100511563,0.5618017164446841,-0.30753468742320167,-4.2299597345535025
14,0.1,-0.7463531666295927,-0.13172407182262513,0.5708875515966586,-0.30308150914286025,-4.5330412436963625
15,0.1,-0.7262619707113358,-0.13066086454573744,0.5803466747460386,-0.29840868909459917,-4.831449932790962
16,0.1,-0.7053772906852651,-0.12954733602079638,0.5900960695226987,-0.29351883310820803,-5.12496876589917
17,0.1,-0.6838188351684058,-0.1283880074887167,0.6000612397187612,-0.28841076558800705,-5.413379531487177
18,0.1,-0.6616922673394123,-0.12718677428251945,0.6101754754857822,-0.28308043348409195,-5.696459964971269
19,0.1,-0.6390910502880726,-0.1259470171789654,0.6203791215015814,-0.27752164289066006,-5.973981607861929
20,0.1,-0.6160980119163123,-0.12467169173305903,0.630618905414278,-0.27175690857878876,-6.245738516440718
21,0.1,-0.5927436170102306,-0.12336336258478497,0.6408900088376192,-0.2657746655326967,-6.511513181973415
22,0.1,-0.5690970856911645,-0.12202426564891411,0.6511455707979766,-0.2595628839232539,-6.771076065896668
23,0.1,-0.5452201252496431,-0.12065639788573312,0.6613438536076881,-0.253109383818087,-7.024185449714755
24,0.1,-0.5211678176294683,-0.11926155624435997,0.6714477448141314,-0.24640208969465272,-7.270587539409408
25,0.1,-0.4969893903313124,-0.11784136948295765,0.6814243044982641,-0.2394291700609773,-7.510016709470385
26,0.1,-0.472728974242688,-0.11639732434987837,0.6912442692560957,-0.2321792113848684,-7.742195920855253
27,0.1,-0.44842617306684973,-0.11493078721171135,0.7008816990502638,-0.22464135476483227,-7.966837275620085
28,0.1,-0.4241165628184499,-0.11344302190913558,0.7103136562729059,-0.21680540116184677,-8.183642676781933
29,0.1,-0.39983213090551384,-0.11193520453876937,0.7195199144821799,-0.20866189013664949,-8.392304566918583
30,0.1,-0.3756016628230314,-0.11040843572053372,0.7284826943823057,-0.20020215646034345,-8.592506723378927
31,0.1,-0.3514510831001808,-0.10886375080153243,0.7371864249151435,-0.1914183681976126,-8.78392509157654
32,0.1,-0.32740375637844255,-0.10730212836209896,0.745617527242547,-0.1822644688367251,-8.966189560413266
33,0.1,-0.3035292429220643,-0.10572453800952042,0.7537161371731399,-0.17273951313947566,-9.138929073552742
34,0.1,-0.2798407875651554,-0.1041319399055034,0.7614786114898786,-0.16284288551840476,-9.301771959071147
35,0.1,-0.25635048739163113,-0.10252524383059702,0.7689019509143391,-0.152574347265648,-9.454346306336795
36,0.1,-0.23306938926179244,-0.10090531497712552,0.7759837605094627,-0.14193415174110557,-9.596280458077901
37,0.1,-0.2100074814013757,-0.09927297882291364,0.7827223068277607,-0.13092304927364384,-9.727203507351545
38,0.1,-0.18717379644688925,-0.09762902523839356,0.7891164559370464,-0.11954228652930177,-9.846745793880848
39,0.1,-0.1645765029047347,-0.09597421203416268,0.7951656174368921,-0.10779360143932826,-9.954539395320175
40,0.1,-0.14222298648506548,-0.09430926803452166,0.8008696938601512,-0.09567921445201133,-10.050218609772188
41,0.1,-0.12011992277418593,-0.0926348957499068,0.806229034724882,-0.08320181695183737,-10.133420426724024
42,0.1,-0.09827334228173468,-0.0909517737102381,0.8112443948206464,-0.07036455755214355,-10.203784984276167
43,0.1,-0.07668868877105206,-0.0892605585116737,0.8159168963456849,-0.057171026848681916,-10.260956011124849
44,0.1,-0.05537087166829302,-0.08756188662108522,0.8202479945425591,-0.04362524111977062,-10.304581252244619
45,0.1,-0.034324313246231974,-0.0858563759755917,0.8242394465096851,-0.029731625371350434,-10.33431287761597
46,0.1,-0.013552991191257968,-0.08414462740853557,0.8278932828940977,-0.015494996050462784,-10.349807873666432
47,0.1,0.006939522914705787,-0.08242722592820706,0.8312117821967764,-0.000920543686973363,-10.350728417353405
48,0.1,0.02715002873278849,-0.08070474187131671,0.8341974474459556,0.013986184330685103,-10.33674223302272
49,0.1,0.04707566552047027,-0.07897773194956437,0.8368529850161139,0.029219300685740524,-10.30752293233698
50,0.1,0.06671388334522999,-0.07724674020456002,0.8391812853908301,0.044772594647740305,-10.262750337689239
51,0.1,0.08606241684906812,-0.07551229888374511,0.8411854056865192,0.06063954808228622,-10.202110789606953
52,0.1,0.10511926129353644,-0.07377492924777518,0.8428685537712882,0.07681335089335983,-10.125297438713593
53,0.1,0.12388265064906434,-0.07203514231798214,0.8442340738288857,0.09328691585797999,-10.032010522855613
54,0.1,0.14235103752211087,-0.07029343957099576,0.8452854332320685,0.11005289283119657,-9.921957630024416
